application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
100205,22.0,65077.0,748.0,15456.0,1.0,0.51,5,Self-Employed,Single,,Family,Tier3,Platinum,2024-05-18,Approved
100206,64.0,104915.0,411.0,,32.0,0.67,5,Business,Married,High School,,Tier2,Gold,2025-08-09,Rejected
100207,46.0,160311.0,538.0,25156.0,28.0,0.16,3,Business,Married,High School,Family,Tier2,Gold,2025-06-03,Rejected
100208,52.0,54669.0,443.0,46908.0,3.0,0.13,7,Self-Employed,Single,Bachelors,Family,Tier1,Gold,2024-02-06,Approved
100209,26.0,73624.0,673.0,44631.0,17.0,0.36,0,,Single,High School,Rented,Tier3,Gold,2025-10-29,Approved
100210,52.0,100147.0,319.0,48993.0,23.0,0.68,1,Business,Married,High School,Rented,Tier2,Platinum,2025-06-15,Approved
100211,24.0,160222.0,588.0,3078.0,31.0,0.68,7,Business,Married,High School,Rented,Tier3,Silver,2024-09-12,Rejected
100212,31.0,,496.0,31350.0,8.0,0.2,7,Self-Employed,Single,High School,Owned,Tier1,Platinum,2025-09-18,Approved
100213,37.0,182088.0,681.0,45910.0,15.0,0.26,4,Self-Employed,Single,Masters,Rented,Tier2,Gold,2024-01-22,Approved
100214,58.0,168008.0,791.0,13073.0,20.0,0.64,7,Business,Single,High School,Family,Tier2,Platinum,2025-07-23,Approved
100215,44.0,167108.0,463.0,24778.0,29.0,0.53,0,Salaried,Single,Masters,Rented,Tier3,Silver,2025-09-15,Approved
100216,25.0,195308.0,548.0,24397.0,2.0,0.68,3,Business,Married,High School,,Tier3,,2025-12-15,Rejected
100217,54.0,170093.0,367.0,4321.0,32.0,0.63,0,Business,Single,High School,Owned,Tier1,Gold,2025-06-18,Approved
100218,26.0,61943.0,320.0,13337.0,30.0,0.19,1,Business,Single,Masters,Owned,Tier1,Gold,2025-09-01,Approved
100219,42.0,138694.0,811.0,48829.0,13.0,0.54,3,Business,Single,Bachelors,Owned,Tier2,Gold,2024-02-03,Approved
100220,31.0,179316.0,689.0,7011.0,5.0,0.08,7,Salaried,Divorced,Bachelors,Owned,Tier2,Platinum,2024-08-21,Approved
100221,36.0,148351.0,835.0,40855.0,4.0,0.58,5,Self-Employed,Divorced,Bachelors,Rented,Tier1,Platinum,2024-06-26,Approved
100222,53.0,63985.0,410.0,10996.0,28.0,0.44,5,Business,Single,High School,Rented,Tier2,Silver,2024-02-16,Rejected
100223,29.0,157574.0,759.0,35498.0,20.0,0.67,1,Self-Employed,Married,Bachelors,Family,Tier2,Silver,2025-04-16,Approved
100224,26.0,78836.0,377.0,47845.0,11.0,0.67,0,Self-Employed,Single,High School,Family,Tier3,,2025-11-19,Approved
100225,36.0,124714.0,733.0,21046.0,22.0,0.08,7,Self-Employed,Single,High School,Owned,Tier2,Gold,2025-07-30,Approved
100226,49.0,28770.0,679.0,22494.0,13.0,0.15,7,Business,Single,Bachelors,Rented,Tier3,Platinum,2025-03-11,Approved
100227,23.0,67865.0,739.0,7618.0,9.0,0.36,2,Business,Single,Masters,Family,Tier1,Platinum,2025-05-21,Approved
100228,40.0,78811.0,638.0,7899.0,26.0,0.62,6,Business,Divorced,Masters,Rented,Tier1,Gold,2025-04-16,Approved
100229,56.0,29001.0,723.0,32322.0,1.0,0.58,7,Salaried,Single,Masters,Rented,Tier1,Gold,2024-01-25,Approved
100230,39.0,85848.0,468.0,34797.0,13.0,0.68,4,Self-Employed,Single,Masters,Rented,Tier3,Silver,2024-07-04,Approved
100231,46.0,77635.0,561.0,16128.0,6.0,0.45,4,Salaried,Divorced,Bachelors,Rented,Tier1,Gold,2024-08-01,Rejected
100232,23.0,45946.0,528.0,34179.0,16.0,0.22,6,Salaried,Single,Bachelors,Owned,Tier3,Gold,2024-03-13,Rejected
100233,,120852.0,460.0,2981.0,19.0,0.07,6,Business,Married,Bachelors,Family,Tier2,Gold,2024-02-23,Approved
100234,40.0,116103.0,726.0,43307.0,7.0,0.19,2,Self-Employed,Divorced,Bachelors,Rented,Tier3,Silver,2025-10-17,Approved
100235,52.0,68744.0,421.0,35073.0,19.0,0.49,2,Self-Employed,Single,Masters,Rented,Tier2,Gold,2024-07-09,Approved
100236,27.0,,448.0,13478.0,4.0,0.65,2,Business,Married,High School,Rented,Tier1,Silver,2025-07-08,Approved
100237,61.0,195231.0,410.0,47014.0,12.0,0.26,1,Business,Single,Bachelors,Family,Tier2,Platinum,2025-09-08,Approved
100238,53.0,48671.0,520.0,27429.0,16.0,0.62,7,Salaried,,Bachelors,Owned,Tier2,Gold,2025-11-14,Approved
100239,60.0,172522.0,363.0,38363.0,5.0,0.31,3,Business,Married,Masters,Owned,Tier1,Gold,2024-01-16,Approved
100240,59.0,170980.0,653.0,12697.0,18.0,0.25,2,Salaried,Married,Masters,Rented,Tier2,Silver,2025-12-19,Rejected
100241,38.0,191590.0,773.0,16422.0,24.0,0.38,7,Self-Employed,Married,Bachelors,Rented,Tier2,Platinum,2025-06-02,Approved
100242,60.0,82813.0,784.0,43436.0,2.0,0.34,7,Salaried,Single,High School,Owned,Tier3,Platinum,2024-06-03,Approved
100243,21.0,121748.0,312.0,39380.0,27.0,0.64,1,Business,Married,Bachelors,Family,Tier2,Gold,2024-05-14,Approved
100244,31.0,162878.0,452.0,31341.0,25.0,0.35,5,Self-Employed,Married,Masters,Rented,Tier1,Platinum,2024-12-07,Approved
100245,48.0,129733.0,538.0,3037.0,7.0,0.23,0,Salaried,Single,Masters,Family,Tier3,Silver,2024-03-01,Approved
100246,45.0,196963.0,489.0,10522.0,14.0,0.6,0,Salaried,Single,Masters,Owned,Tier2,Silver,2025-12-02,Rejected
100247,43.0,151865.0,385.0,22259.0,0.0,0.7,2,Self-Employed,Single,Masters,Rented,Tier1,Silver,2024-11-13,Rejected
100248,51.0,108551.0,320.0,12998.0,22.0,0.47,0,Salaried,Single,Masters,Rented,Tier3,Silver,2024-09-25,Approved
100249,50.0,154335.0,618.0,8086.0,15.0,0.21,2,Salaried,Divorced,Masters,Family,Tier3,Silver,2024-11-10,Approved
100250,62.0,64220.0,457.0,2149.0,3.0,0.21,0,Salaried,Single,Bachelors,Family,Tier2,Platinum,2024-07-29,Approved
100251,55.0,42158.0,780.0,23792.0,7.0,0.09,7,Business,Married,High School,Family,Tier3,Platinum,2024-01-17,Rejected
100252,27.0,105992.0,375.0,17390.0,9.0,0.1,7,Business,Married,High School,Rented,Tier3,Gold,2024-09-11,Rejected
100253,36.0,183660.0,628.0,35204.0,29.0,0.64,0,Business,Single,Masters,Owned,Tier1,Gold,2025-06-11,Rejected
100254,46.0,87576.0,715.0,37018.0,15.0,0.11,3,Salaried,Married,Bachelors,Owned,Tier1,Platinum,2025-03-16,Approved
100255,,113027.0,502.0,29115.0,29.0,0.36,7,Self-Employed,Married,Bachelors,Owned,Tier3,Platinum,2024-07-15,Rejected
100256,21.0,180260.0,528.0,25047.0,9.0,0.5,6,Salaried,Divorced,Masters,Family,Tier3,Gold,2024-08-13,Approved
100257,32.0,83830.0,451.0,18078.0,10.0,0.6,3,Salaried,Divorced,Masters,Family,Tier3,Gold,2024-01-19,Rejected
100258,25.0,160091.0,371.0,22471.0,33.0,0.16,0,Business,Single,Masters,Owned,Tier3,Silver,2025-08-27,Approved
100259,57.0,37419.0,524.0,15263.0,15.0,0.33,3,Business,Divorced,Bachelors,Rented,Tier3,Platinum,2024-03-16,Rejected
100260,52.0,58697.0,772.0,5843.0,18.0,0.21,2,Salaried,Married,Bachelors,Owned,Tier1,Platinum,2024-04-29,Approved
100261,29.0,109932.0,659.0,13433.0,3.0,0.22,4,Business,Single,,Family,Tier1,Platinum,2025-05-19,Approved
100262,61.0,144712.0,839.0,12559.0,30.0,0.25,2,Salaried,Single,High School,Family,Tier3,Platinum,2025-07-19,Rejected
100263,55.0,120428.0,345.0,5952.0,34.0,0.43,7,Business,Married,High School,Family,Tier2,Silver,2025-03-28,Rejected
100264,39.0,164045.0,300.0,41610.0,33.0,0.06,7,Salaried,Married,High School,Family,Tier2,Platinum,2025-03-20,Approved
100265,36.0,111649.0,544.0,33793.0,25.0,0.32,3,Salaried,Married,High School,Owned,Tier2,Silver,2024-01-23,Approved
100266,23.0,147649.0,518.0,21931.0,5.0,0.17,1,Self-Employed,Married,Masters,Owned,Tier1,Platinum,2024-05-01,Approved
100267,40.0,36136.0,590.0,3153.0,32.0,0.68,6,,Divorced,Bachelors,Rented,Tier3,Gold,2024-08-27,Rejected
100268,44.0,109739.0,757.0,29911.0,26.0,0.43,0,Self-Employed,Married,High School,Family,Tier2,Platinum,2024-04-16,Approved
100269,53.0,87502.0,503.0,9019.0,11.0,0.61,3,Business,Single,Masters,,Tier2,Gold,2025-08-03,Approved
100270,44.0,187357.0,501.0,20873.0,7.0,0.18,5,Business,Divorced,Bachelors,Family,Tier2,Gold,2024-10-30,Approved
100271,31.0,48039.0,781.0,42291.0,8.0,0.58,5,Business,Single,High School,Family,Tier3,Platinum,2024-08-25,Rejected
100272,28.0,91720.0,810.0,32631.0,0.0,0.32,6,Self-Employed,Married,Masters,Family,Tier3,Silver,2024-09-26,Rejected
100273,56.0,148168.0,577.0,38929.0,4.0,0.17,7,Business,Married,High School,Rented,Tier1,,2025-06-27,Approved
100274,58.0,113263.0,315.0,18028.0,6.0,0.54,6,Salaried,Single,High School,Family,Tier3,Platinum,2025-01-02,Rejected
100275,60.0,84155.0,824.0,35620.0,17.0,0.55,3,Salaried,Single,Bachelors,Family,Tier1,Platinum,2024-04-09,Rejected
100276,40.0,41911.0,655.0,41491.0,23.0,0.7,3,Business,Married,Masters,Owned,Tier2,Platinum,2024-07-02,Approved
100277,55.0,25916.0,655.0,49474.0,25.0,0.56,7,Business,Divorced,Bachelors,Family,Tier1,Platinum,2024-03-17,Approved
100278,45.0,84052.0,377.0,11623.0,9.0,0.14,5,Business,Married,High School,Rented,Tier1,Gold,2024-06-26,Rejected
100279,55.0,42790.0,366.0,20968.0,11.0,0.26,6,Business,Divorced,High School,Rented,Tier3,Platinum,2024-07-08,Approved
100280,45.0,161278.0,513.0,4809.0,21.0,0.34,2,Business,Married,High School,,Tier2,Platinum,2024-09-21,Approved
100281,49.0,146937.0,748.0,35079.0,26.0,0.13,6,Business,Divorced,Bachelors,Rented,Tier1,Platinum,2024-06-26,Rejected
100282,38.0,110053.0,732.0,28371.0,2.0,0.56,0,Self-Employed,Married,High School,Rented,Tier2,Silver,2024-04-14,Rejected
100283,38.0,74950.0,844.0,44966.0,17.0,0.39,4,Salaried,Single,Masters,Rented,Tier2,Gold,2024-09-11,Rejected
100284,22.0,141211.0,414.0,40006.0,4.0,0.66,5,Business,Single,High School,Rented,Tier3,Silver,2025-12-17,Approved
100285,55.0,81361.0,719.0,32739.0,13.0,0.43,5,Self-Employed,Married,Bachelors,Owned,Tier2,Silver,2024-04-29,Rejected
100286,36.0,86451.0,798.0,,24.0,0.39,5,Self-Employed,Married,High School,Family,Tier1,Gold,2025-02-17,Approved
100287,61.0,62696.0,679.0,7977.0,30.0,0.1,6,Business,Divorced,Masters,Owned,Tier2,Platinum,2025-09-13,Approved
100288,56.0,127395.0,442.0,40177.0,20.0,0.15,6,Self-Employed,Divorced,Masters,Owned,Tier2,Gold,2025-10-12,Approved
100289,53.0,149121.0,323.0,35838.0,19.0,0.6,3,Salaried,Married,Bachelors,Owned,Tier2,Gold,2025-11-24,Rejected
100290,24.0,71728.0,838.0,3656.0,13.0,0.69,6,Business,Divorced,High School,Rented,Tier3,Platinum,2024-05-29,Rejected
100291,53.0,80401.0,374.0,5134.0,19.0,0.32,1,Business,Single,Bachelors,Rented,Tier3,Gold,2025-11-19,Approved
100292,34.0,50103.0,834.0,30431.0,29.0,0.58,5,Salaried,Single,Masters,Rented,Tier2,Platinum,2024-02-24,Rejected
100293,41.0,190335.0,340.0,4484.0,19.0,0.46,7,Self-Employed,Married,Bachelors,Family,Tier2,Platinum,2025-12-11,Rejected
100294,40.0,75044.0,712.0,44622.0,6.0,0.67,0,Business,Single,High School,Family,Tier2,Platinum,2025-08-07,Approved
100295,28.0,82730.0,714.0,48312.0,4.0,0.2,6,Salaried,Divorced,High School,Family,Tier2,Gold,2025-07-12,Approved
100296,27.0,50825.0,748.0,46077.0,30.0,0.4,6,Salaried,Married,Masters,,Tier1,Platinum,2025-08-23,Approved
100297,23.0,62271.0,735.0,39916.0,28.0,0.32,4,Business,Single,Masters,Rented,Tier2,Silver,2024-03-26,Approved
100298,37.0,102256.0,538.0,28274.0,14.0,0.4,5,Salaried,Married,Masters,Rented,Tier2,Gold,2024-05-31,Approved
100299,53.0,91433.0,341.0,21693.0,24.0,0.22,1,Business,Single,Masters,Owned,Tier1,Silver,2024-02-13,Approved
100300,32.0,126999.0,309.0,39559.0,12.0,0.37,5,Self-Employed,Single,Masters,Owned,Tier2,Silver,2025-10-08,Approved
100301,42.0,48572.0,564.0,18303.0,23.0,0.46,6,Business,Single,High School,Rented,Tier3,Silver,2025-11-23,Approved
100302,42.0,63546.0,744.0,20594.0,14.0,0.1,4,Business,Single,High School,Owned,Tier1,,2025-02-10,Approved
100303,50.0,171222.0,438.0,20103.0,23.0,0.53,4,Salaried,Married,High School,Rented,Tier3,Platinum,2024-07-11,Approved
100304,,79165.0,495.0,12858.0,25.0,0.51,5,Salaried,Single,Bachelors,Rented,Tier3,Silver,2024-02-06,Approved
100305,58.0,88690.0,373.0,16002.0,18.0,0.62,6,Self-Employed,Single,Bachelors,,Tier2,Silver,2024-04-09,Approved
100306,28.0,61948.0,524.0,5895.0,23.0,0.33,0,Business,Single,Masters,Rented,Tier3,Platinum,2025-08-03,Approved
100307,47.0,193102.0,401.0,44324.0,18.0,0.09,2,Self-Employed,Married,High School,Family,Tier1,Platinum,2024-10-24,Approved
100308,47.0,52007.0,563.0,26151.0,16.0,0.35,7,Salaried,,,Family,Tier3,Silver,2024-07-31,Approved
100309,54.0,125819.0,460.0,10919.0,4.0,0.14,1,Self-Employed,Single,High School,Owned,Tier1,Silver,2024-09-27,Approved
100310,41.0,116207.0,532.0,45187.0,3.0,0.47,5,Business,Single,High School,Rented,Tier3,Gold,2024-07-12,Approved
100311,50.0,101772.0,790.0,22927.0,21.0,0.08,3,Business,Married,High School,Rented,Tier1,Platinum,2025-04-13,Approved
100312,53.0,47024.0,610.0,29147.0,9.0,0.29,4,Business,Single,High School,Rented,Tier2,Platinum,2024-04-23,Rejected
100313,48.0,195456.0,526.0,13378.0,20.0,0.1,1,Salaried,Single,High School,Owned,Tier2,Gold,2024-01-18,Rejected
100314,,107912.0,572.0,37493.0,24.0,0.05,0,Salaried,Married,High School,Rented,Tier3,Gold,2024-06-16,Rejected
100315,25.0,174229.0,616.0,22545.0,5.0,0.67,1,Business,Divorced,High School,Family,Tier3,Gold,2024-01-18,Approved
100316,39.0,110481.0,385.0,45326.0,29.0,0.7,3,Salaried,Married,Bachelors,Family,Tier2,Silver,2025-10-19,Approved
100317,24.0,113553.0,590.0,14057.0,28.0,0.41,3,Self-Employed,Divorced,Bachelors,Family,Tier2,Gold,2024-07-25,Approved
100318,55.0,157828.0,768.0,2360.0,10.0,0.21,0,Self-Employed,Divorced,Masters,Owned,Tier1,Gold,2024-09-10,Rejected
100319,37.0,127488.0,703.0,3048.0,10.0,0.64,1,Business,Divorced,High School,Family,Tier2,Silver,2025-09-14,Approved
100320,64.0,121741.0,726.0,40020.0,26.0,0.65,5,Salaried,Divorced,Masters,Family,Tier2,Silver,2025-05-23,Rejected
100321,48.0,103210.0,674.0,44935.0,18.0,0.61,2,,Divorced,Bachelors,Owned,Tier1,Platinum,2025-04-04,Approved
100322,50.0,199166.0,551.0,23482.0,21.0,0.4,2,Self-Employed,Married,High School,Rented,Tier2,Silver,2025-12-05,Rejected
100323,49.0,160607.0,832.0,26663.0,27.0,0.1,5,Self-Employed,Single,Bachelors,Rented,Tier1,Platinum,2025-05-04,Approved
100324,26.0,72367.0,606.0,33973.0,3.0,0.11,4,Salaried,Married,Bachelors,Rented,Tier2,Gold,2025-06-27,Rejected
100325,55.0,173190.0,729.0,45446.0,18.0,0.63,7,Self-Employed,Married,Masters,Family,Tier1,Platinum,2024-03-03,Approved
100326,61.0,84884.0,563.0,16185.0,16.0,0.62,5,Salaried,Single,High School,Rented,Tier2,Silver,2025-01-28,Rejected
100327,57.0,169352.0,367.0,20699.0,22.0,0.33,6,Salaried,Single,Masters,Family,Tier2,Platinum,2024-05-19,Approved
100328,44.0,170818.0,406.0,42582.0,27.0,0.26,7,Self-Employed,Married,High School,Rented,Tier3,Platinum,2025-12-27,Rejected
100329,49.0,127572.0,699.0,19061.0,10.0,0.47,4,Self-Employed,Married,High School,Family,Tier1,Platinum,2024-03-31,Approved
100330,51.0,78251.0,498.0,12479.0,13.0,0.57,1,Business,Married,High School,Owned,Tier2,Silver,2025-08-31,Approved
100331,55.0,109821.0,491.0,44972.0,12.0,0.53,5,Salaried,Married,Bachelors,Family,Tier3,Platinum,2025-09-06,Approved
100332,53.0,108583.0,813.0,47607.0,23.0,0.45,7,Business,Single,Bachelors,Owned,Tier3,Gold,2025-06-14,Approved
100333,41.0,35207.0,741.0,45597.0,15.0,0.2,7,Salaried,Divorced,Masters,Owned,Tier1,Gold,2025-02-10,Approved
100334,52.0,52757.0,300.0,11892.0,27.0,0.22,6,Self-Employed,Married,Masters,Owned,Tier3,Gold,2024-01-11,Rejected
100335,43.0,172298.0,657.0,24931.0,29.0,0.52,4,Salaried,Divorced,Masters,Rented,Tier2,Gold,2024-10-31,Rejected
100336,53.0,183278.0,414.0,35639.0,26.0,0.57,3,Business,Divorced,Bachelors,Rented,Tier3,Platinum,2025-01-15,Approved
100337,23.0,176328.0,496.0,25654.0,16.0,0.13,0,Salaried,Married,Bachelors,Rented,Tier1,Gold,2024-07-21,Rejected
100338,38.0,58822.0,573.0,23942.0,25.0,0.17,4,Self-Employed,Married,High School,Owned,Tier1,Platinum,2025-03-07,Approved
100339,45.0,,459.0,7934.0,6.0,0.49,5,Business,Single,High School,Owned,Tier2,Silver,2024-10-06,Approved
100340,62.0,68351.0,472.0,30733.0,34.0,0.3,7,Salaried,Divorced,Masters,Family,Tier2,Platinum,2024-10-21,Approved
100341,51.0,131311.0,844.0,20612.0,14.0,0.42,7,Salaried,Married,High School,Family,Tier2,Silver,2024-09-21,Rejected
100342,23.0,100320.0,757.0,36103.0,15.0,0.45,2,Salaried,Married,High School,Owned,Tier3,Silver,2025-09-08,Rejected
100343,60.0,127565.0,732.0,32855.0,20.0,0.55,5,Salaried,Single,Bachelors,Owned,Tier2,Gold,2025-05-27,Approved
100344,44.0,191229.0,780.0,35493.0,16.0,0.57,3,Salaried,Married,Bachelors,Rented,Tier2,Gold,2025-12-15,Approved
100345,52.0,44937.0,754.0,10306.0,25.0,0.23,7,Self-Employed,Divorced,Bachelors,Rented,Tier2,Silver,2024-04-20,Approved
100346,42.0,36219.0,495.0,39753.0,34.0,0.4,6,Self-Employed,Married,Masters,Family,Tier1,Gold,2024-01-23,Approved
100347,43.0,34399.0,608.0,40984.0,19.0,0.13,2,Business,Married,Bachelors,Owned,Tier2,Platinum,2025-06-04,Approved
100348,22.0,151733.0,793.0,17544.0,19.0,0.6,4,Salaried,Single,Masters,Rented,Tier3,Gold,2025-10-07,Rejected
100349,47.0,183729.0,738.0,2425.0,22.0,0.6,5,Self-Employed,Divorced,High School,Rented,Tier1,Platinum,2025-07-19,Approved
100350,62.0,45047.0,658.0,2733.0,4.0,0.24,4,Self-Employed,Divorced,High School,Family,Tier2,Gold,2025-05-08,Rejected
100351,22.0,110693.0,335.0,46375.0,8.0,0.15,6,Salaried,Divorced,High School,Rented,Tier2,Platinum,2025-02-02,Approved
100352,46.0,125931.0,333.0,11603.0,22.0,0.1,7,Business,Married,High School,Family,Tier1,Silver,2025-01-21,Approved
100353,37.0,162852.0,387.0,13152.0,17.0,0.42,3,Salaried,Married,Bachelors,Rented,Tier1,Gold,2024-09-13,Rejected
100354,60.0,52050.0,315.0,16801.0,28.0,0.11,2,Business,Married,High School,Owned,Tier1,Platinum,2025-10-14,Approved
100355,53.0,98551.0,720.0,19906.0,10.0,0.49,0,Business,Divorced,Bachelors,Rented,Tier3,Platinum,2024-08-12,Approved
100356,,93666.0,425.0,30437.0,7.0,0.49,0,Self-Employed,Divorced,High School,Family,Tier2,Platinum,2025-08-09,Approved
100357,63.0,107016.0,307.0,17985.0,26.0,0.45,6,Business,Divorced,High School,Owned,Tier2,Silver,2024-11-13,Approved
100358,59.0,138135.0,771.0,,1.0,0.62,3,Self-Employed,Divorced,Bachelors,Rented,Tier2,Silver,2024-07-26,Rejected
100359,49.0,78010.0,767.0,43515.0,22.0,0.3,5,Self-Employed,Married,Masters,Family,Tier1,Platinum,2024-05-10,Approved
100360,62.0,63165.0,809.0,22068.0,20.0,0.64,4,Salaried,Single,Bachelors,Rented,Tier2,Gold,2024-01-16,Approved
100361,46.0,36528.0,701.0,14531.0,9.0,0.07,5,Salaried,Divorced,Masters,Family,Tier2,Gold,2024-06-08,Approved
100362,55.0,145840.0,475.0,47753.0,3.0,0.12,3,Business,Single,Bachelors,Family,Tier1,Silver,2025-04-18,Rejected
100363,45.0,161986.0,666.0,35288.0,20.0,0.32,2,Salaried,Divorced,Masters,Family,Tier2,Platinum,2025-02-15,Rejected
100364,44.0,62136.0,,36158.0,11.0,0.44,0,Salaried,Single,Masters,Rented,Tier3,Platinum,2024-12-12,Approved
100365,33.0,167251.0,317.0,26481.0,13.0,0.07,4,Business,Single,Bachelors,Rented,Tier2,Gold,2025-12-21,Approved
100366,27.0,111008.0,355.0,27226.0,19.0,0.42,7,Salaried,Single,Masters,Family,Tier3,Silver,2024-06-24,Approved
100367,56.0,37076.0,334.0,2117.0,7.0,0.25,2,Self-Employed,Married,Bachelors,Family,Tier1,Platinum,2025-03-07,Approved
100368,40.0,148911.0,646.0,33661.0,26.0,0.63,0,Salaried,Single,Masters,Family,Tier2,Silver,2024-09-24,Rejected
100369,,180855.0,331.0,41068.0,20.0,0.4,7,Salaried,Married,High School,Family,Tier3,Silver,2025-02-22,Rejected
100370,28.0,141625.0,432.0,43484.0,34.0,0.43,0,Salaried,,High School,Family,Tier2,Platinum,2024-05-26,Rejected
100371,36.0,75298.0,498.0,13459.0,14.0,0.66,1,Self-Employed,Married,High School,Family,Tier1,Platinum,2025-10-18,Rejected
100372,34.0,79304.0,555.0,22105.0,11.0,0.55,4,Business,Divorced,Bachelors,Family,Tier1,Silver,2025-05-26,Approved
100373,32.0,104360.0,641.0,39909.0,33.0,0.33,3,Self-Employed,Divorced,Masters,Family,Tier2,Silver,2025-01-27,Approved
100374,43.0,94835.0,530.0,20464.0,7.0,0.36,1,Business,Single,High School,Rented,Tier1,Platinum,2025-11-16,Rejected
100375,35.0,137424.0,600.0,33554.0,29.0,0.47,0,Self-Employed,Married,Bachelors,Owned,Tier3,Gold,2025-06-28,Rejected
100376,48.0,164190.0,846.0,41707.0,2.0,0.18,4,Salaried,Divorced,Bachelors,Owned,Tier1,Silver,2025-12-19,Rejected
100377,54.0,81911.0,325.0,5777.0,29.0,0.11,6,Self-Employed,Married,Masters,Rented,Tier1,Gold,2024-06-05,Approved
100378,22.0,128088.0,834.0,12432.0,28.0,0.25,6,Business,Married,Bachelors,Family,Tier3,Silver,2024-07-13,Approved
100379,52.0,40185.0,773.0,15271.0,0.0,0.56,4,Salaried,Divorced,Bachelors,Rented,Tier2,Silver,2024-07-04,Approved
100380,43.0,197864.0,686.0,4801.0,,0.22,1,Business,Married,,Family,Tier1,Silver,2024-08-31,Approved
100381,42.0,75613.0,584.0,8057.0,30.0,0.13,2,Salaried,Married,High School,Owned,Tier2,Platinum,2024-04-12,Approved
100382,45.0,189999.0,749.0,27511.0,9.0,0.19,2,Salaried,Married,Masters,Rented,Tier3,Platinum,2024-08-14,Approved
100383,42.0,25386.0,619.0,8510.0,29.0,0.49,6,Self-Employed,Divorced,High School,Owned,Tier2,Platinum,2024-04-09,Rejected
100384,42.0,55020.0,455.0,9099.0,25.0,0.45,3,Business,Married,High School,Rented,Tier1,Gold,2025-08-29,Approved
100385,62.0,67678.0,770.0,16193.0,11.0,0.5,4,Self-Employed,Divorced,High School,Rented,Tier1,Gold,2024-11-28,Rejected
100386,26.0,86394.0,719.0,21011.0,4.0,0.26,5,Business,Married,High School,Owned,Tier1,Gold,2024-08-11,Rejected
100387,35.0,140377.0,412.0,49900.0,8.0,0.64,1,Self-Employed,Married,Bachelors,Owned,Tier3,Platinum,2024-03-03,Approved
100388,63.0,146716.0,721.0,21764.0,10.0,0.34,0,Salaried,Divorced,High School,Owned,Tier1,Silver,2024-07-28,Rejected
100389,57.0,80918.0,584.0,5450.0,22.0,0.38,2,Business,Divorced,Bachelors,Family,Tier2,Silver,2024-08-23,Rejected
100390,53.0,140640.0,353.0,15549.0,16.0,0.67,1,Business,Married,Masters,Owned,Tier1,Gold,2024-12-31,Approved
100391,28.0,185527.0,624.0,7960.0,12.0,0.69,3,Self-Employed,Married,High School,Owned,Tier3,Platinum,2024-12-01,Approved
100392,64.0,129446.0,757.0,17583.0,16.0,0.48,3,Business,Single,High School,Owned,Tier2,Platinum,2025-08-21,Rejected
100393,64.0,194807.0,564.0,7996.0,22.0,0.66,5,Self-Employed,Married,High School,Rented,Tier2,Silver,2025-02-18,Approved
100394,25.0,119702.0,681.0,19567.0,8.0,0.4,7,Self-Employed,Divorced,High School,Family,Tier3,Platinum,2024-08-30,Approved
100395,59.0,130509.0,512.0,15201.0,17.0,0.25,4,Business,Married,High School,Rented,Tier2,Gold,2025-03-12,Approved
100396,24.0,118608.0,632.0,6043.0,17.0,0.25,3,Self-Employed,Single,Masters,Family,Tier1,Platinum,2025-07-09,Rejected
